"","puma","serialno","hh_wt","hh_comb","no_adult","no_teenager","no_schooler","no_preschooler","no_toddler","no_infant","index","hh_size_recode","hh_income_cat","hh_income"
"9608","00104","2017000232465",61,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",50000
"9609","00104","2017000232806",10,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",60000
"9610","00104","2017000238653",12,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",13000
"9611","00104","2017000238808",10,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",53800
"9612","00104","2017000238858",14,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",5000
"9613","00104","2017000242399",28,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",10000
"9614","00104","2017000242934",14,"3:300000",3,0,0,0,0,0,43,3,"$200,000 or more",280000
"9615","00104","2017000252430",19,"2:101000",1,0,1,0,0,0,22,2,"$50,000 to $74,999",58000
"9616","00104","2017000253027",18,"3:101010",1,0,1,0,1,0,8,3,"$15,000 to $24,999",20000
"9617","00104","2017000253737",11,"4:300010",3,0,0,0,1,0,34,4,"$100,000 to $149,999",118000
"9618","00104","2017000255861",36,"2:110000",1,1,0,0,0,0,2,2,"Less than $15,000",8400
"9619","00104","2017000264604",18,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",43000
"9620","00104","2017000264777",49,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",1400
"9621","00104","2017000267226",48,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",70000
"9622","00104","2017000269002",17,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",31100
"9623","00104","2017000269936",15,"2:200000",2,0,0,0,0,0,27,2,"$75,000 to $99,999",92000
"9624","00104","2017000270134",18,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",72200
"9625","00104","2017000272198",34,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",50000
"9626","00104","2017000278426",32,"3:201000",2,0,1,0,0,0,33,3,"$100,000 to $149,999",120200
"9627","00104","2017000278781",10,"4:201100",2,0,1,1,0,0,34,4,"$100,000 to $149,999",106600
"9628","00104","2017000281080",33,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",35000
"9629","00104","2017000281962",63,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",28000
"9630","00104","2017000282310",9,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",36400
"9631","00104","2017000287921",36,"3:300000",3,0,0,0,0,0,18,3,"$35,000 to $49,999",40000
"9632","00104","2017000288603",9,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",181400
"9633","00104","2017000309683",10,"3:300000",3,0,0,0,0,0,28,3,"$75,000 to $99,999",81600
"9634","00104","2017000311356",17,"3:200010",2,0,0,0,1,0,23,3,"$50,000 to $74,999",68000
"9635","00104","2017000311470",8,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",65000
"9636","00104","2017000316500",22,"3:300000",3,0,0,0,0,0,23,3,"$50,000 to $74,999",72500
"9637","00104","2017000323097",13,"2:100001",1,0,0,0,0,1,17,2,"$35,000 to $49,999",45000
"9638","00104","2017000323585",28,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",13000
"9639","00104","2017000323924",23,"4:310000",3,1,0,0,0,0,34,4,"$100,000 to $149,999",137000
"9640","00104","2017000327801",12,"3:201000",2,0,1,0,0,0,33,3,"$100,000 to $149,999",125000
"9641","00104","2017000328775",22,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",159800
"9642","00104","2017000330495",18,"2:110000",1,1,0,0,0,0,22,2,"$50,000 to $74,999",59000
"9643","00104","2017000333492",36,"6:112110",1,1,2,1,1,0,5,5,"Less than $15,000",1320
"9644","00104","2017000337601",12,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",122000
"9645","00104","2017000342591",20,"5:311000",3,1,1,0,0,0,25,5,"$50,000 to $74,999",57100
"9646","00104","2017000343907",16,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",3600
"9647","00104","2017000345257",10,"3:300000",3,0,0,0,0,0,33,3,"$100,000 to $149,999",124400
"9648","00104","2017000352774",50,"2:101000",1,0,1,0,0,0,12,2,"$25,000 to $34,999",30000
"9649","00104","2017000354332",23,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",13600
"9650","00104","2017000356044",9,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",180700
"9651","00104","2017000359109",14,"3:300000",3,0,0,0,0,0,43,3,"$200,000 or more",275000
"9652","00104","2017000361631",11,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",15100
"9653","00104","2017000364164",12,"4:200110",2,0,0,1,1,0,29,4,"$75,000 to $99,999",80200
"9654","00104","2017000365671",54,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",12100
"9655","00104","2017000368231",18,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",16000
"9656","00104","2017000370472",7,"4:400000",4,0,0,0,0,0,24,4,"$50,000 to $74,999",54800
"9657","00104","2017000374316",15,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",8800
"9658","00104","2017000374948",12,"5:220010",2,2,0,0,1,0,25,5,"$50,000 to $74,999",71110
"9659","00104","2017000376486",15,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",13300
"9660","00104","2017000379078",9,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",1100
"9661","00104","2017000381169",15,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",63100
"9662","00104","2017000384042",16,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"9663","00104","2017000384064",20,"4:310000",3,1,0,0,0,0,24,4,"$50,000 to $74,999",50800
"9664","00104","2017000384337",34,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",158000
"9665","00104","2017000390082",16,"4:211000",2,1,1,0,0,0,34,4,"$100,000 to $149,999",109100
"9666","00104","2017000391591",17,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",68000
"9667","00104","2017000398579",20,"3:100110",1,0,0,1,1,0,3,3,"Less than $15,000",12000
"9668","00104","2017000399178",14,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",1500
"9669","00104","2017000401902",8,"3:300000",3,0,0,0,0,0,43,3,"$200,000 or more",262500
"9670","00104","2017000403187",9,"8:410120",4,1,0,1,2,0,20,5,"$35,000 to $49,999",37500
"9671","00104","2017000406512",13,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",0
"9672","00104","2017000409967",22,"3:111000",1,1,1,0,0,0,3,3,"Less than $15,000",8200
"9673","00104","2017000412382",35,"2:110000",1,1,0,0,0,0,12,2,"$25,000 to $34,999",26900
"9674","00104","2017000414980",39,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",46000
"9675","00104","2017000420484",12,"3:300000",3,0,0,0,0,0,23,3,"$50,000 to $74,999",52280
"9676","00104","2017000423435",29,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",75000
"9677","00104","2017000423922",52,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",25000
"9678","00104","2017000427114",18,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",42300
"9679","00104","2017000429417",12,"2:110000",1,1,0,0,0,0,7,2,"$15,000 to $24,999",17200
"9680","00104","2017000436333",17,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",49000
"9681","00104","2017000440286",12,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",8300
"9682","00104","2017000444682",11,"2:200000",2,0,0,0,0,0,12,2,"$25,000 to $34,999",27150
"9683","00104","2017000449271",13,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",68000
"9684","00104","2017000452549",15,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",26000
"9685","00104","2017000454523",66,"2:110000",1,1,0,0,0,0,2,2,"Less than $15,000",1200
"9686","00104","2017000454877",12,"3:300000",3,0,0,0,0,0,18,3,"$35,000 to $49,999",45600
"9687","00104","2017000462452",8,"6:311100",3,1,1,1,0,0,45,5,"$200,000 or more",280000
"9688","00104","2017000464586",39,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"9689","00104","2017000465221",19,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",10200
"9690","00104","2017000467495",10,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",13000
"9691","00104","2017000472169",61,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",9600
"9692","00104","2017000473439",30,"5:230000",2,3,0,0,0,0,30,5,"$75,000 to $99,999",88000
"9693","00104","2017000474158",39,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",62730
"9694","00104","2017000478621",37,"2:200000",2,0,0,0,0,0,12,2,"$25,000 to $34,999",33000
"9695","00104","2017000480066",24,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",8400
"9696","00104","2017000481208",12,"2:200000",2,0,0,0,0,0,7,2,"$15,000 to $24,999",21400
"9697","00104","2017000481726",31,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",63000
"9698","00104","2017000482223",26,"4:202000",2,0,2,0,0,0,24,4,"$50,000 to $74,999",58000
"9699","00104","2017000484180",42,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",10200
"9700","00104","2017000489853",12,"4:220000",2,2,0,0,0,0,24,4,"$50,000 to $74,999",56960
"9701","00104","2017000490487",11,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",7200
"9702","00104","2017000495359",12,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",10900
"9703","00104","2017000496400",20,"2:100100",1,0,0,1,0,0,2,2,"Less than $15,000",13000
"9704","00104","2017000497008",23,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",44800
"9705","00104","2017000498170",11,"3:201000",2,0,1,0,0,0,18,3,"$35,000 to $49,999",49000
"9706","00104","2017000498547",11,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",65700
"9707","00104","2017000498877",16,"4:310000",3,1,0,0,0,0,34,4,"$100,000 to $149,999",114500
"9708","00104","2017000503893",11,"5:500000",5,0,0,0,0,0,30,5,"$75,000 to $99,999",91700
"9709","00104","2017000505656",14,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",93000
"9710","00104","2017000507576",15,"3:300000",3,0,0,0,0,0,23,3,"$50,000 to $74,999",56300
"9711","00104","2017000509069",22,"3:100200",1,0,0,2,0,0,23,3,"$50,000 to $74,999",50000
"9712","00104","2017000517391",15,"4:211000",2,1,1,0,0,0,24,4,"$50,000 to $74,999",70000
"9713","00104","2017000517696",17,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",9100
"9714","00104","2017000518067",8,"2:200000",2,0,0,0,0,0,7,2,"$15,000 to $24,999",23800
"9715","00104","2017000518389",49,"3:210000",2,1,0,0,0,0,3,3,"Less than $15,000",12400
"9716","00104","2017000518718",34,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",20600
"9717","00104","2017000520232",32,"4:120100",1,2,0,1,0,0,9,4,"$15,000 to $24,999",15000
"9718","00104","2017000520837",14,"3:201000",2,0,1,0,0,0,8,3,"$15,000 to $24,999",17600
"9719","00104","2017000521797",19,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",40000
"9720","00104","2017000524388",25,"5:320000",3,2,0,0,0,0,15,5,"$25,000 to $34,999",26000
"9721","00104","2017000525847",18,"3:102000",1,0,2,0,0,0,23,3,"$50,000 to $74,999",70000
"9722","00104","2017000526955",38,"5:410000",4,1,0,0,0,0,25,5,"$50,000 to $74,999",51000
"9723","00104","2017000527083",43,"4:201100",2,0,1,1,0,0,14,4,"$25,000 to $34,999",28400
"9724","00104","2017000527575",13,"2:200000",2,0,0,0,0,0,27,2,"$75,000 to $99,999",92000
"9725","00104","2017000532539",18,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",124000
"9726","00104","2017000534084",8,"3:300000",3,0,0,0,0,0,28,3,"$75,000 to $99,999",90000
"9727","00104","2017000536099",56,"6:201120",2,0,1,1,2,0,35,5,"$100,000 to $149,999",138000
"9728","00104","2017000537671",33,"2:200000",2,0,0,0,0,0,17,2,"$35,000 to $49,999",45000
"9729","00104","2017000539295",24,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",230
"9730","00104","2017000548227",8,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",28400
"9731","00104","2017000548548",19,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",6300
"9732","00104","2017000548668",21,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",110340
"9733","00104","2017000550634",16,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",110000
"9734","00104","2017000550991",18,"3:210000",2,1,0,0,0,0,23,3,"$50,000 to $74,999",65200
"9735","00104","2017000552602",10,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",100000
"9736","00104","2017000559260",12,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",13200
"9737","00104","2017000563208",23,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",55000
"9738","00104","2017000563820",15,"4:400000",4,0,0,0,0,0,34,4,"$100,000 to $149,999",129000
"9739","00104","2017000563847",58,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",54800
"9740","00104","2017000564608",17,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",141000
"9741","00104","2017000564937",16,"3:210000",2,1,0,0,0,0,38,3,"$150,000 to $199,999",181000
"9742","00104","2017000567657",7,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",1600
"9743","00104","2017000568265",52,"2:200000",2,0,0,0,0,0,7,2,"$15,000 to $24,999",16300
"9744","00104","2017000570106",31,"3:201000",2,0,1,0,0,0,33,3,"$100,000 to $149,999",105000
"9745","00104","2017000570940",24,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"9746","00104","2017000572399",12,"4:200011",2,0,0,0,1,1,39,4,"$150,000 to $199,999",165000
"9747","00104","2017000573236",17,"3:111000",1,1,1,0,0,0,13,3,"$25,000 to $34,999",26000
"9748","00104","2017000573453",14,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",19300
"9749","00104","2017000575789",20,"4:111010",1,1,1,0,1,0,9,4,"$15,000 to $24,999",15900
"9750","00104","2017000576831",15,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"9751","00104","2017000577740",18,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"9752","00104","2017000578702",29,"4:102010",1,0,2,0,1,0,19,4,"$35,000 to $49,999",45000
"9753","00104","2017000580809",14,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",16700
"9754","00104","2017000583007",11,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",13000
"9755","00104","2017000587483",7,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",53600
"9756","00104","2017000589295",12,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",0
"9757","00104","2017000592202",8,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",27600
"9758","00104","2017000593162",10,"5:212000",2,1,2,0,0,0,25,5,"$50,000 to $74,999",53000
"9759","00104","2017000594989",15,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",100000
"9760","00104","2017000595011",46,"3:101100",1,0,1,1,0,0,8,3,"$15,000 to $24,999",24000
"9761","00104","2017000596621",27,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",14150
"9762","00104","2017000601297",24,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",1400
"9763","00104","2017000601499",11,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",1100
"9764","00104","2017000603770",13,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",119000
"9765","00104","2017000605699",47,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",83000
"9766","00104","2017000612225",40,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",25100
"9767","00104","2017000613057",11,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",187800
"9768","00104","2017000614749",10,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"9769","00104","2017000615913",8,"2:200000",2,0,0,0,0,0,12,2,"$25,000 to $34,999",26400
"9770","00104","2017000616531",18,"3:200010",2,0,0,0,1,0,18,3,"$35,000 to $49,999",35500
"9771","00104","2017000618251",15,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",24300
"9772","00104","2017000619275",26,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",160000
"9773","00104","2017000621130",36,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",9100
"9774","00104","2017000621532",8,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",102000
"9775","00104","2017000623073",22,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",66000
"9776","00104","2017000626803",43,"4:400000",4,0,0,0,0,0,34,4,"$100,000 to $149,999",105900
"9777","00104","2017000628887",12,"6:212100",2,1,2,1,0,0,10,5,"$15,000 to $24,999",15900
"9778","00104","2017000629688",27,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"9779","00104","2017000632875",53,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",33000
"9780","00104","2017000639738",40,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",10900
"9781","00104","2017000641899",27,"3:111000",1,1,1,0,0,0,3,3,"Less than $15,000",9190
"9782","00104","2017000642679",18,"3:111000",1,1,1,0,0,0,23,3,"$50,000 to $74,999",50000
"9783","00104","2017000646690",27,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"9784","00104","2017000647568",30,"3:300000",3,0,0,0,0,0,33,3,"$100,000 to $149,999",147700
"9785","00104","2017000647928",22,"3:300000",3,0,0,0,0,0,13,3,"$25,000 to $34,999",33800
"9786","00104","2017000651975",52,"3:210000",2,1,0,0,0,0,33,3,"$100,000 to $149,999",107000
"9787","00104","2017000655874",19,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",16000
"9788","00104","2017000661011",9,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",62000
"9789","00104","2017000669278",31,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",29000
"9790","00104","2017000669758",13,"2:200000",2,0,0,0,0,0,27,2,"$75,000 to $99,999",80600
"9791","00104","2017000671223",29,"2:200000",2,0,0,0,0,0,17,2,"$35,000 to $49,999",45000
"9792","00104","2017000674262",44,"2:200000",2,0,0,0,0,0,27,2,"$75,000 to $99,999",86200
"9793","00104","2017000675093",35,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",21600
"9794","00104","2017000675191",79,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"9795","00104","2017000675229",16,"3:102000",1,0,2,0,0,0,3,3,"Less than $15,000",0
"9796","00104","2017000676657",39,"3:201000",2,0,1,0,0,0,28,3,"$75,000 to $99,999",80010
"9797","00104","2017000679420",18,"2:110000",1,1,0,0,0,0,17,2,"$35,000 to $49,999",41500
"9798","00104","2017000679646",21,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",100000
"9799","00104","2017000681219",17,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"9800","00104","2017000683289",39,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",10250
"9801","00104","2017000686668",22,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",13000
"9802","00104","2017000688133",33,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",130400
"9803","00104","2017000688702",19,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",256000
"9804","00104","2017000693176",17,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",8800
"9805","00104","2017000693285",16,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",208000
"9806","00104","2017000699347",14,"2:200000",2,0,0,0,0,0,17,2,"$35,000 to $49,999",49900
"9807","00104","2017000703592",8,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",9600
"9808","00104","2017000705783",29,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",67000
"9809","00104","2017000709689",41,"4:210001",2,1,0,0,0,1,29,4,"$75,000 to $99,999",85300
"9810","00104","2017000712432",12,"3:201000",2,0,1,0,0,0,18,3,"$35,000 to $49,999",36300
"9811","00104","2017000716507",18,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",67000
"9812","00104","2017000720110",16,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",25000
"9813","00104","2017000722846",14,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",11700
"9814","00104","2017000723755",42,"3:120000",1,2,0,0,0,0,3,3,"Less than $15,000",200
"9815","00104","2017000725361",32,"3:300000",3,0,0,0,0,0,23,3,"$50,000 to $74,999",65400
"9816","00104","2017000725799",20,"2:100100",1,0,0,1,0,0,32,2,"$100,000 to $149,999",134000
"9817","00104","2017000726220",9,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",6800
"9818","00104","2017000727999",34,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",71000
"9819","00104","2017000728330",14,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",7900
"9820","00104","2017000733209",12,"3:120000",1,2,0,0,0,0,28,3,"$75,000 to $99,999",88000
"9821","00104","2017000735989",27,"3:102000",1,0,2,0,0,0,3,3,"Less than $15,000",13800
"9822","00104","2017000736747",32,"4:121000",1,2,1,0,0,0,9,4,"$15,000 to $24,999",18500
"9823","00104","2017000739460",34,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",30000
"9824","00104","2017000739913",13,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",40000
"9825","00104","2017000740529",31,"2:100001",1,0,0,0,0,1,2,2,"Less than $15,000",11700
"9826","00104","2017000741466",9,"4:201010",2,0,1,0,1,0,29,4,"$75,000 to $99,999",90000
"9827","00104","2017000742155",26,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",12000
"9828","00104","2017000743702",34,"6:300120",3,0,0,1,2,0,20,5,"$35,000 to $49,999",46500
"9829","00104","2017000748410",22,"4:202000",2,0,2,0,0,0,9,4,"$15,000 to $24,999",17800
"9830","00104","2017000749699",33,"4:100111",1,0,0,1,1,1,4,4,"Less than $15,000",6000
"9831","00104","2017000750803",40,"3:100101",1,0,0,1,0,1,3,3,"Less than $15,000",8400
"9832","00104","2017000751400",12,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",100900
"9833","00104","2017000752448",37,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",97400
"9834","00104","2017000756508",20,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",28000
"9835","00104","2017000758264",20,"2:110000",1,1,0,0,0,0,27,2,"$75,000 to $99,999",84000
"9836","00104","2017000759847",16,"6:420000",4,2,0,0,0,0,35,5,"$100,000 to $149,999",142000
"9837","00104","2017000761596",19,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",23300
"9838","00104","2017000766213",20,"2:200000",2,0,0,0,0,0,27,2,"$75,000 to $99,999",84500
"9839","00104","2017000772286",12,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",51800
"9840","00104","2017000772361",24,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",1600
"9841","00104","2017000772940",17,"6:320010",3,2,0,0,1,0,30,5,"$75,000 to $99,999",76400
"9842","00104","2017000773369",15,"4:310000",3,1,0,0,0,0,19,4,"$35,000 to $49,999",46700
"9843","00104","2017000773438",9,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",62000
"9844","00104","2017000776434",18,"3:101010",1,0,1,0,1,0,23,3,"$50,000 to $74,999",56000
"9845","00104","2017000779027",18,"5:300020",3,0,0,0,2,0,25,5,"$50,000 to $74,999",59000
"9846","00104","2017000780697",25,"2:110000",1,1,0,0,0,0,2,2,"Less than $15,000",7800
"9847","00104","2017000780801",16,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",107400
"9848","00104","2017000781578",29,"5:311000",3,1,1,0,0,0,35,5,"$100,000 to $149,999",149000
"9849","00104","2017000782995",30,"4:301000",3,0,1,0,0,0,19,4,"$35,000 to $49,999",45600
"9850","00104","2017000789938",17,"4:210010",2,1,0,0,1,0,19,4,"$35,000 to $49,999",49200
"9851","00104","2017000795016",6,"2:110000",1,1,0,0,0,0,17,2,"$35,000 to $49,999",35000
"9852","00104","2017000795484",33,"2:200000",2,0,0,0,0,0,7,2,"$15,000 to $24,999",22000
"9853","00104","2017000796627",12,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",1400
"9854","00104","2017000799426",12,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",17500
"9855","00104","2017000800092",66,"3:102000",1,0,2,0,0,0,8,3,"$15,000 to $24,999",16130
"9856","00104","2017000801210",58,"2:101000",1,0,1,0,0,0,12,2,"$25,000 to $34,999",33000
"9857","00104","2017000801392",16,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",24000
"9858","00104","2017000802701",62,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",35000
"9859","00104","2017000804437",8,"3:200100",2,0,0,1,0,0,23,3,"$50,000 to $74,999",70100
"9860","00104","2017000806526",76,"9:414000",4,1,4,0,0,0,30,5,"$75,000 to $99,999",85000
"9861","00104","2017000806848",46,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",102500
"9862","00104","2017000807291",14,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",80000
"9863","00104","2017000810881",14,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",47000
"9864","00104","2017000812009",9,"2:101000",1,0,1,0,0,0,32,2,"$100,000 to $149,999",120000
"9865","00104","2017000813711",55,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",70000
"9866","00104","2017000818490",63,"2:200000",2,0,0,0,0,0,27,2,"$75,000 to $99,999",96000
"9867","00104","2017000819455",11,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",172900
"9868","00104","2017000826311",48,"2:110000",1,1,0,0,0,0,7,2,"$15,000 to $24,999",24000
"9869","00104","2017000832242",13,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",130300
"9870","00104","2017000836407",13,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",45700
"9871","00104","2017000839685",15,"3:300000",3,0,0,0,0,0,3,3,"Less than $15,000",0
"9872","00104","2017000846502",31,"3:300000",3,0,0,0,0,0,28,3,"$75,000 to $99,999",84800
"9873","00104","2017000852179",8,"2:200000",2,0,0,0,0,0,12,2,"$25,000 to $34,999",29200
"9874","00104","2017000854661",14,"3:111000",1,1,1,0,0,0,3,3,"Less than $15,000",1500
"9875","00104","2017000856652",9,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",76000
"9876","00104","2017000863651",9,"2:200000",2,0,0,0,0,0,27,2,"$75,000 to $99,999",81300
"9877","00104","2017000868710",15,"3:300000",3,0,0,0,0,0,23,3,"$50,000 to $74,999",50000
"9878","00104","2017000873691",29,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",5000
"9879","00104","2017000874993",9,"1:100000",1,0,0,0,0,0,36,1,"$150,000 to $199,999",166000
