geoid,income_recode,size_recode,ipf,tract,puma
11001000201,5,3,0,201,101
11001000201,6,3,0,201,101
11001000201,7,3,0,201,101
11001000201,8,3,0,201,101
11001000201,9,3,0,201,101
11001000201,1,4,0,201,101
11001000201,2,4,0,201,101
11001000201,3,4,0,201,101
11001000201,4,4,0,201,101
11001000201,5,4,0,201,101
11001000201,6,4,0,201,101
11001000201,7,4,0,201,101
11001000201,8,4,0,201,101
11001000201,9,4,0,201,101
11001000201,1,5,0,201,101
11001000201,2,5,0,201,101
11001000201,3,5,0,201,101
11001000201,4,5,0,201,101
11001000201,5,5,0,201,101
11001000201,6,5,0,201,101
11001000201,7,5,0,201,101
11001000201,8,5,0,201,101
11001000201,9,5,0,201,101
11001000202,1,1,43,202,101
11001000202,2,1,31,202,101
11001000202,3,1,17,202,101
11001000202,4,1,0,202,101
11001000202,5,1,96,202,101
11001000202,6,1,55,202,101
11001000202,7,1,223,202,101
11001000202,8,1,87,202,101
11001000202,9,1,300,202,101
11001000202,1,2,40,202,101
11001000202,2,2,15,202,101
11001000202,3,2,16,202,101
11001000202,4,2,0,202,101
11001000202,5,2,28,202,101
11001000202,6,2,27,202,101
11001000202,7,2,141,202,101
11001000202,8,2,39,202,101
11001000202,9,2,256,202,101
11001000202,1,3,7,202,101
11001000202,2,3,1,202,101
11001000202,3,3,6,202,101
11001000202,4,3,0,202,101
11001000202,5,3,14,202,101
11001000202,6,3,4,202,101
11001000202,7,3,28,202,101
11001000202,8,3,10,202,101
11001000202,9,3,101,202,101
11001000202,1,4,2,202,101
11001000202,2,4,5,202,101
11001000202,3,4,4,202,101
11001000202,4,4,0,202,101
11001000202,5,4,11,202,101
11001000202,6,4,8,202,101
11001000202,7,4,4,202,101
11001000202,8,4,7,202,101
11001000202,9,4,70,202,101
11001000202,1,5,1,202,101
11001000202,2,5,0,202,101
11001000202,3,5,1,202,101
11001000202,4,5,0,202,101
11001000202,5,5,14,202,101
11001000202,6,5,6,202,101
11001000202,7,5,6,202,101
11001000202,8,5,2,202,101
11001000202,9,5,74,202,101
11001000300,1,1,60,300,101
11001000300,2,1,37,300,101
11001000300,3,1,32,300,101
11001000300,4,1,4,300,101
11001000300,5,1,69,300,101
11001000300,6,1,55,300,101
11001000300,7,1,155,300,101
11001000300,8,1,124,300,101
11001000300,9,1,175,300,101
11001000300,1,2,66,300,101
11001000300,2,2,65,300,101
11001000300,3,2,37,300,101
11001000300,4,2,12,300,101
11001000300,5,2,65,300,101
11001000300,6,2,54,300,101
11001000300,7,2,132,300,101
11001000300,8,2,94,300,101
11001000300,9,2,332,300,101
11001000300,1,3,12,300,101
11001000300,2,3,6,300,101
11001000300,3,3,14,300,101
11001000300,4,3,5,300,101
11001000300,5,3,45,300,101
11001000300,6,3,8,300,101
11001000300,7,3,31,300,101
11001000300,8,3,26,300,101
11001000300,9,3,254,300,101
11001000300,1,4,3,300,101
11001000300,2,4,27,300,101
11001000300,3,4,9,300,101
11001000300,4,4,6,300,101
11001000300,5,4,51,300,101
11001000300,6,4,18,300,101
11001000300,7,4,4,300,101
11001000300,8,4,18,300,101
11001000300,9,4,259,300,101
11001000300,1,5,1,300,101
11001000300,2,5,0,300,101
11001000300,3,5,3,300,101
11001000300,4,5,3,300,101
11001000300,5,5,60,300,101
11001000300,6,5,13,300,101
11001000300,7,5,5,300,101
11001000300,8,5,6,300,101
11001000300,9,5,55,300,101
11001000400,1,1,19,400,101
11001000400,2,1,10,400,101
11001000400,3,1,3,400,101
11001000400,4,1,0,400,101
11001000400,5,1,22,400,101
11001000400,6,1,18,400,101
11001000400,7,1,41,400,101
11001000400,8,1,38,400,101
11001000400,9,1,58,400,101
11001000400,1,2,20,400,101
11001000400,2,2,10,400,101
11001000400,3,2,3,400,101
11001000400,4,2,1,400,101
11001000400,5,2,15,400,101
11001000400,6,2,17,400,101
11001000400,7,2,27,400,101
11001000400,8,2,25,400,101
11001000400,9,2,82,400,101
11001000400,1,3,4,400,101
11001000400,2,3,1,400,101
11001000400,3,3,1,400,101
11001000400,4,3,0,400,101
11001000400,5,3,9,400,101
11001000400,6,3,2,400,101
11001000400,7,3,6,400,101
11001000400,8,3,7,400,101
11001000400,9,3,50,400,101
11001000400,1,4,1,400,101
11001000400,2,4,3,400,101
11001000400,3,4,1,400,101
11001000400,4,4,1,400,101
11001000400,5,4,6,400,101
11001000400,6,4,5,400,101
11001000400,7,4,1,400,101
11001000400,8,4,5,400,101
11001000400,9,4,20,400,101
11001000400,1,5,0,400,101
11001000400,2,5,0,400,101
11001000400,3,5,0,400,101
11001000400,4,5,0,400,101
11001000400,5,5,13,400,101
11001000400,6,5,5,400,101
11001000400,7,5,1,400,101
11001000400,8,5,2,400,101
11001000400,9,5,36,400,101
11001000501,1,1,21,501,101
11001000501,2,1,46,501,101
11001000501,3,1,3,501,101
11001000501,4,1,15,501,101
11001000501,5,1,134,501,101
11001000501,6,1,304,501,101
11001000501,7,1,78,501,101
11001000501,8,1,91,501,101
11001000501,9,1,391,501,101
11001000501,1,2,129,501,101
11001000501,2,2,14,501,101
11001000501,3,2,3,501,101
11001000501,4,2,99,501,101
11001000501,5,2,6,501,101
11001000501,6,2,72,501,101
11001000501,7,2,210,501,101
11001000501,8,2,209,501,101
11001000501,9,2,52,501,101
11001000501,1,3,16,501,101
11001000501,2,3,1,501,101
11001000501,3,3,2,501,101
11001000501,4,3,24,501,101
11001000501,5,3,4,501,101
11001000501,6,3,3,501,101
11001000501,7,3,14,501,101
11001000501,8,3,15,501,101
11001000501,9,3,20,501,101
11001000501,1,4,6,501,101
11001000501,2,4,3,501,101
11001000501,3,4,2,501,101
11001000501,4,4,59,501,101
11001000501,5,4,1,501,101
11001000501,6,4,6,501,101
11001000501,7,4,2,501,101
11001000501,8,4,12,501,101
11001000501,9,4,3,501,101
11001000501,1,5,0,501,101
11001000501,2,5,0,501,101
11001000501,3,5,0,501,101
11001000501,4,5,0,501,101
11001000501,5,5,0,501,101
11001000501,6,5,0,501,101
11001000501,7,5,0,501,101
11001000501,8,5,0,501,101
11001000501,9,5,0,501,101
11001000502,1,1,36,502,101
11001000502,2,1,18,502,101
11001000502,3,1,8,502,101
11001000502,4,1,4,502,101
11001000502,5,1,62,502,101
11001000502,6,1,75,502,101
11001000502,7,1,167,502,101
11001000502,8,1,116,502,101
11001000502,9,1,196,502,101
11001000502,1,2,35,502,101
11001000502,2,2,9,502,101
11001000502,3,2,7,502,101
11001000502,4,2,11,502,101
11001000502,5,2,19,502,101
11001000502,6,2,107,502,101
11001000502,7,2,124,502,101
11001000502,8,2,70,502,101
11001000502,9,2,207,502,101
11001000502,1,3,6,502,101
11001000502,2,3,1,502,101
11001000502,3,3,3,502,101
11001000502,4,3,5,502,101
11001000502,5,3,14,502,101
11001000502,6,3,18,502,101
11001000502,7,3,30,502,101
11001000502,8,3,20,502,101
11001000502,9,3,193,502,101
11001000502,1,4,2,502,101
11001000502,2,4,2,502,101
11001000502,3,4,2,502,101
11001000502,4,4,5,502,101
11001000502,5,4,6,502,101
11001000502,6,4,39,502,101
11001000502,7,4,4,502,101
11001000502,8,4,13,502,101
11001000502,9,4,44,502,101
11001000502,1,5,1,502,101
11001000502,2,5,0,502,101
11001000502,3,5,1,502,101
11001000502,4,5,3,502,101
11001000502,5,5,7,502,101
11001000502,6,5,28,502,101
11001000502,7,5,5,502,101
11001000502,8,5,4,502,101
11001000502,9,5,5,502,101
11001000600,1,1,85,600,101
11001000600,2,1,15,600,101
11001000600,3,1,1,600,101
11001000600,4,1,17,600,101
11001000600,5,1,113,600,101
11001000600,6,1,64,600,101
11001000600,7,1,205,600,101
11001000600,8,1,152,600,101
11001000600,9,1,346,600,101
11001000600,1,2,82,600,101
11001000600,2,2,6,600,101
11001000600,3,2,1,600,101
11001000600,4,2,51,600,101
11001000600,5,2,25,600,101
11001000600,6,2,28,600,101
11001000600,7,2,103,600,101
11001000600,8,2,73,600,101
11001000600,9,2,165,600,101
11001000600,1,3,15,600,101
11001000600,2,3,1,600,101
11001000600,3,3,0,600,101
11001000600,4,3,22,600,101
11001000600,5,3,23,600,101
11001000600,6,3,5,600,101
11001000600,7,3,26,600,101
11001000600,8,3,22,600,101
11001000600,9,3,224,600,101
11001000600,1,4,4,600,101
11001000600,2,4,2,600,101
11001000600,3,4,0,600,101
11001000600,4,4,26,600,101
11001000600,5,4,15,600,101
11001000600,6,4,9,600,101
11001000600,7,4,4,600,101
11001000600,8,4,15,600,101
11001000600,9,4,194,600,101
11001000600,1,5,1,600,101
11001000600,2,5,0,600,101
11001000600,3,5,0,600,101
11001000600,4,5,14,600,101
11001000600,5,5,16,600,101
11001000600,6,5,7,600,101
11001000600,7,5,5,600,101
11001000600,8,5,5,600,101
11001000600,9,5,36,600,101
11001000702,1,1,75,702,101
11001000702,2,1,23,702,101
11001000702,3,1,125,702,101
11001000702,4,1,41,702,101
11001000702,5,1,343,702,101
11001000702,6,1,498,702,101
11001000702,7,1,188,702,101
11001000702,8,1,85,702,101
11001000702,9,1,185,702,101
11001000702,1,2,70,702,101
11001000702,2,2,9,702,101
11001000702,3,2,113,702,101
11001000702,4,2,83,702,101
11001000702,5,2,7,702,101
11001000702,6,2,49,702,101
11001000702,7,2,69,702,101
11001000702,8,2,42,702,101
11001000702,9,2,22,702,101
11001000702,1,3,20,702,101
11001000702,2,3,1,702,101
11001000702,3,3,30,702,101
11001000702,4,3,40,702,101
11001000702,5,3,5,702,101
11001000702,6,3,3,702,101
11001000702,7,3,14,702,101
11001000702,8,3,13,702,101
11001000702,9,3,15,702,101
11001000702,1,4,0,702,101
11001000702,2,4,0,702,101
11001000702,3,4,0,702,101
11001000702,4,4,0,702,101
11001000702,5,4,0,702,101
11001000702,6,4,0,702,101
11001000702,7,4,0,702,101
11001000702,8,4,0,702,101
11001000702,9,4,0,702,101
11001000702,1,5,0,702,101
11001000702,2,5,0,702,101
11001000702,3,5,0,702,101
11001000702,4,5,0,702,101
11001000702,5,5,0,702,101
11001000702,6,5,0,702,101
11001000702,7,5,0,702,101
11001000702,8,5,0,702,101
11001000702,9,5,0,702,101
11001000703,1,1,13,703,101
11001000703,2,1,0,703,101
11001000703,3,1,6,703,101
11001000703,4,1,7,703,101
11001000703,5,1,237,703,101
11001000703,6,1,380,703,101
11001000703,7,1,137,703,101
11001000703,8,1,26,703,101
11001000703,9,1,419,703,101
11001000703,1,2,69,703,101
11001000703,2,2,0,703,101
11001000703,3,2,9,703,101
11001000703,4,2,12,703,101
11001000703,5,2,7,703,101
11001000703,6,2,75,703,101
11001000703,7,2,457,703,101
11001000703,8,2,99,703,101
11001000703,9,2,51,703,101
11001000703,1,3,12,703,101
11001000703,2,3,0,703,101
11001000703,3,3,6,703,101
11001000703,4,3,7,703,101
11001000703,5,3,4,703,101
11001000703,6,3,3,703,101
11001000703,7,3,14,703,101
11001000703,8,3,12,703,101
11001000703,9,3,17,703,101
11001000703,1,4,6,703,101
11001000703,2,4,0,703,101
11001000703,3,4,7,703,101
11001000703,4,4,12,703,101
11001000703,5,4,2,703,101
11001000703,6,4,6,703,101
11001000703,7,4,2,703,101
11001000703,8,4,12,703,101
11001000703,9,4,3,703,101
11001000703,1,5,0,703,101
11001000703,2,5,0,703,101
11001000703,3,5,0,703,101
11001000703,4,5,0,703,101
11001000703,5,5,0,703,101
11001000703,6,5,0,703,101
11001000703,7,5,0,703,101
11001000703,8,5,0,703,101
11001000703,9,5,0,703,101
11001000704,1,1,66,704,101
11001000704,2,1,25,704,101
11001000704,3,1,22,704,101
11001000704,4,1,12,704,101
11001000704,5,1,109,704,101
11001000704,6,1,65,704,101
11001000704,7,1,115,704,101
11001000704,8,1,69,704,101
11001000704,9,1,227,704,101
11001000704,1,2,67,704,101
11001000704,2,2,13,704,101
11001000704,3,2,22,704,101
11001000704,4,2,36,704,101
11001000704,5,2,112,704,101
11001000704,6,2,42,704,101
11001000704,7,2,58,704,101
11001000704,8,2,31,704,101
11001000704,9,2,151,704,101
11001000704,1,3,6,704,101
11001000704,2,3,0,704,101
11001000704,3,3,5,704,101
11001000704,4,3,12,704,101
11001000704,5,3,1,704,101
11001000704,6,3,1,704,101
11001000704,7,3,4,704,101
11001000704,8,3,4,704,101
11001000704,9,3,6,704,101
11001000704,1,4,3,704,101
11001000704,2,4,3,704,101
11001000704,3,4,5,704,101
11001000704,4,4,17,704,101
11001000704,5,4,14,704,101
11001000704,6,4,10,704,101
11001000704,7,4,2,704,101
11001000704,8,4,5,704,101
11001000704,9,4,13,704,101
11001000704,1,5,1,704,101
11001000704,2,5,0,704,101
11001000704,3,5,2,704,101
11001000704,4,5,10,704,101
11001000704,5,5,32,704,101
11001000704,6,5,8,704,101
11001000704,7,5,2,704,101
11001000704,8,5,2,704,101
11001000704,9,5,2,704,101
11001000802,1,1,56,802,101
11001000802,2,1,17,802,101
11001000802,3,1,18,802,101
11001000802,4,1,7,802,101
11001000802,5,1,50,802,101
11001000802,6,1,50,802,101
11001000802,7,1,117,802,101
11001000802,8,1,52,802,101
11001000802,9,1,135,802,101
11001000802,1,2,63,802,101
11001000802,2,2,10,802,101
11001000802,3,2,18,802,101
11001000802,4,2,23,802,101
11001000802,5,2,22,802,101
11001000802,6,2,61,802,101
11001000802,7,2,87,802,101
11001000802,8,2,25,802,101
11001000802,9,2,139,802,101
11001000802,1,3,12,802,101
11001000802,2,3,1,802,101
11001000802,3,3,7,802,101
11001000802,4,3,10,802,101
11001000802,5,3,16,802,101
11001000802,6,3,10,802,101
11001000802,7,3,21,802,101
11001000802,8,3,7,802,101
11001000802,9,3,117,802,101
11001000802,1,4,3,802,101
11001000802,2,4,3,802,101
11001000802,3,4,5,802,101
11001000802,4,4,11,802,101
11001000802,5,4,13,802,101
11001000802,6,4,32,802,101
11001000802,7,4,3,802,101
11001000802,8,4,5,802,101
11001000802,9,4,117,802,101
11001000802,1,5,1,802,101
11001000802,2,5,0,802,101
11001000802,3,5,1,802,101
11001000802,4,5,6,802,101
11001000802,5,5,15,802,101
11001000802,6,5,26,802,101
11001000802,7,5,4,802,101
11001000802,8,5,1,802,101
11001000802,9,5,55,802,101
11001000803,1,1,41,803,101
11001000803,2,1,10,803,101
11001000803,3,1,7,803,101
11001000803,4,1,4,803,101
11001000803,5,1,42,803,101
11001000803,6,1,158,803,101
11001000803,7,1,57,803,101
11001000803,8,1,44,803,101
11001000803,9,1,268,803,101
11001000803,1,2,96,803,101
11001000803,2,2,5,803,101
11001000803,3,2,7,803,101
11001000803,4,2,8,803,101
11001000803,5,2,3,803,101
11001000803,6,2,32,803,101
11001000803,7,2,53,803,101
11001000803,8,2,36,803,101
11001000803,9,2,29,803,101
11001000803,1,3,43,803,101
11001000803,2,3,1,803,101
11001000803,3,3,6,803,101
11001000803,4,3,3,803,101
11001000803,5,3,3,803,101
11001000803,6,3,2,803,101
11001000803,7,3,17,803,101
11001000803,8,3,17,803,101
11001000803,9,3,60,803,101
11001000803,1,4,11,803,101
11001000803,2,4,2,803,101
11001000803,3,4,27,803,101
11001000803,4,4,47,803,101
11001000803,5,4,1,803,101
11001000803,6,4,8,803,101
11001000803,7,4,1,803,101
11001000803,8,4,42,803,101
11001000803,9,4,2,803,101
11001000803,1,5,0,803,101
11001000803,2,5,0,803,101
11001000803,3,5,0,803,101
11001000803,4,5,0,803,101
11001000803,5,5,0,803,101
11001000803,6,5,0,803,101
11001000803,7,5,0,803,101
11001000803,8,5,0,803,101
11001000803,9,5,0,803,101
11001000804,1,1,40,804,101
11001000804,2,1,0,804,101
11001000804,3,1,5,804,101
11001000804,4,1,2,804,101
11001000804,5,1,38,804,101
11001000804,6,1,15,804,101
11001000804,7,1,86,804,101
11001000804,8,1,53,804,101
11001000804,9,1,99,804,101
11001000804,1,2,47,804,101
11001000804,2,2,0,804,101
11001000804,3,2,5,804,101
11001000804,4,2,3,804,101
11001000804,5,2,24,804,101
11001000804,6,2,7,804,101
11001000804,7,2,73,804,101
11001000804,8,2,32,804,101
11001000804,9,2,184,804,101
11001000804,1,3,9,804,101
11001000804,2,3,0,804,101
11001000804,3,3,2,804,101
11001000804,4,3,2,804,101
11001000804,5,3,11,804,101
11001000804,6,3,1,804,101
11001000804,7,3,15,804,101
11001000804,8,3,8,804,101
11001000804,9,3,71,804,101
11001000804,1,4,2,804,101
11001000804,2,4,0,804,101
11001000804,3,4,1,804,101
11001000804,4,4,3,804,101
11001000804,5,4,11,804,101
11001000804,6,4,2,804,101
11001000804,7,4,2,804,101
11001000804,8,4,6,804,101
11001000804,9,4,158,804,101
11001000804,1,5,1,804,101
11001000804,2,5,0,804,101
11001000804,3,5,0,804,101
11001000804,4,5,2,804,101
11001000804,5,5,14,804,101
11001000804,6,5,1,804,101
11001000804,7,5,3,804,101
11001000804,8,5,2,804,101
11001000804,9,5,189,804,101
11001000902,1,1,6,902,101
11001000902,2,1,3,902,101
11001000902,3,1,1,902,101
11001000902,4,1,2,902,101
11001000902,5,1,13,902,101
11001000902,6,1,12,902,101
11001000902,7,1,40,902,101
11001000902,8,1,31,902,101
11001000902,9,1,34,902,101
11001000902,1,2,6,902,101
11001000902,2,2,1,902,101
11001000902,3,2,1,902,101
11001000902,4,2,7,902,101
11001000902,5,2,20,902,101
11001000902,6,2,27,902,101
11001000902,7,2,71,902,101
11001000902,8,2,40,902,101
11001000902,9,2,143,902,101
11001000902,1,3,1,902,101
11001000902,2,3,0,902,101
11001000902,3,3,0,902,101
11001000902,4,3,3,902,101
11001000902,5,3,9,902,101
11001000902,6,3,3,902,101
11001000902,7,3,14,902,101
11001000902,8,3,10,902,101
11001000902,9,3,59,902,101
11001000902,1,4,0,902,101
11001000902,2,4,0,902,101
11001000902,3,4,0,902,101
11001000902,4,4,4,902,101
11001000902,5,4,10,902,101
11001000902,6,4,9,902,101
11001000902,7,4,2,902,101
11001000902,8,4,8,902,101
11001000902,9,4,84,902,101
11001000902,1,5,0,902,101
11001000902,2,5,0,902,101
11001000902,3,5,0,902,101
11001000902,4,5,2,902,101
11001000902,5,5,13,902,101
11001000902,6,5,7,902,101
11001000902,7,5,3,902,101
11001000902,8,5,2,902,101
11001000902,9,5,154,902,101
11001000903,1,1,11,903,101
11001000903,2,1,5,903,101
11001000903,3,1,0,903,101
11001000903,4,1,2,903,101
11001000903,5,1,9,903,101
11001000903,6,1,2,903,101
11001000903,7,1,14,903,101
11001000903,8,1,15,903,101
11001000903,9,1,23,903,101
11001000903,1,2,14,903,101
11001000903,2,2,9,903,101
11001000903,3,2,0,903,101
11001000903,4,2,5,903,101
11001000903,5,2,4,903,101
11001000903,6,2,1,903,101
11001000903,7,2,8,903,101
11001000903,8,2,10,903,101
11001000903,9,2,28,903,101
11001000903,1,3,3,903,101
11001000903,2,3,2,903,101
11001000903,3,3,0,903,101
11001000903,4,3,2,903,101
11001000903,5,3,6,903,101
11001000903,6,3,0,903,101
11001000903,7,3,2,903,101
11001000903,8,3,3,903,101
11001000903,9,3,120,903,101
11001000903,1,4,1,903,101
11001000903,2,4,5,903,101
11001000903,3,4,0,903,101
11001000903,4,4,3,903,101
11001000903,5,4,3,903,101
11001000903,6,4,0,903,101
11001000903,7,4,0,903,101
11001000903,8,4,2,903,101
11001000903,9,4,29,903,101
11001000903,1,5,0,903,101
11001000903,2,5,0,903,101
11001000903,3,5,0,903,101
11001000903,4,5,1,903,101
11001000903,5,5,3,903,101
11001000903,6,5,0,903,101
11001000903,7,5,0,903,101
11001000903,8,5,1,903,101
11001000903,9,5,36,903,101
11001000904,1,1,4,904,101
11001000904,2,1,13,904,101
11001000904,3,1,8,904,101
11001000904,4,1,3,904,101
11001000904,5,1,19,904,101
11001000904,6,1,16,904,101
11001000904,7,1,67,904,101
11001000904,8,1,44,904,101
11001000904,9,1,63,904,101
11001000904,1,2,3,904,101
11001000904,2,2,22,904,101
11001000904,3,2,8,904,101
11001000904,4,2,8,904,101
11001000904,5,2,7,904,101
11001000904,6,2,13,904,101
11001000904,7,2,86,904,101
11001000904,8,2,35,904,101
11001000904,9,2,261,904,101
11001000904,1,3,1,904,101
11001000904,2,3,2,904,101
11001000904,3,3,3,904,101
11001000904,4,3,3,904,101
11001000904,5,3,5,904,101
11001000904,6,3,2,904,101
11001000904,7,3,18,904,101
11001000904,8,3,9,904,101
11001000904,9,3,95,904,101
11001000904,1,4,0,904,101
11001000904,2,4,7,904,101
11001000904,3,4,2,904,101
11001000904,4,4,4,904,101
11001000904,5,4,2,904,101
11001000904,6,4,4,904,101
11001000904,7,4,3,904,101
11001000904,8,4,6,904,101
11001000904,9,4,183,904,101
11001000904,1,5,0,904,101
11001000904,2,5,0,904,101
11001000904,3,5,1,904,101
11001000904,4,5,2,904,101
11001000904,5,5,2,904,101
11001000904,6,5,3,904,101
11001000904,7,5,3,904,101
11001000904,8,5,2,904,101
11001000904,9,5,119,904,101
11001001002,1,1,67,1002,101
11001001002,2,1,34,1002,101
11001001002,3,1,6,1002,101
11001001002,4,1,16,1002,101
11001001002,5,1,149,1002,101
11001001002,6,1,41,1002,101
11001001002,7,1,270,1002,101
11001001002,8,1,245,1002,101
11001001002,9,1,250,1002,101
11001001002,1,2,60,1002,101
11001001002,2,2,13,1002,101
11001001002,3,2,5,1002,101
11001001002,4,2,46,1002,101
11001001002,5,2,25,1002,101
11001001002,6,2,14,1002,101
11001001002,7,2,122,1002,101
11001001002,8,2,112,1002,101
11001001002,9,2,54,1002,101
11001001002,1,3,11,1002,101
11001001002,2,3,2,1002,101
11001001002,3,3,2,1002,101
11001001002,4,3,20,1002,101
11001001002,5,3,36,1002,101
11001001002,6,3,2,1002,101
11001001002,7,3,36,1002,101
11001001002,8,3,40,1002,101
11001001002,9,3,59,1002,101
11001001002,1,4,3,1002,101
11001001002,2,4,5,1002,101
11001001002,3,4,1,1002,101
11001001002,4,4,23,1002,101
11001001002,5,4,71,1002,101
11001001002,6,4,4,1002,101
11001001002,7,4,5,1002,101
11001001002,8,4,31,1002,101
11001001002,9,4,14,1002,101
11001001002,1,5,1,1002,101
11001001002,2,5,0,1002,101
11001001002,3,5,0,1002,101
11001001002,4,5,12,1002,101
11001001002,5,5,3,1002,101
11001001002,6,5,2,1002,101
11001001002,7,5,3,1002,101
11001001002,8,5,4,1002,101
11001001002,9,5,0,1002,101
11001001003,1,1,24,1003,101
11001001003,2,1,9,1003,101
11001001003,3,1,6,1003,101
11001001003,4,1,0,1003,101
11001001003,5,1,12,1003,101
11001001003,6,1,16,1003,101
11001001003,7,1,65,1003,101
11001001003,8,1,51,1003,101
11001001003,9,1,63,1003,101
11001001003,1,2,27,1003,101
11001001003,2,2,6,1003,101
11001001003,3,2,6,1003,101
11001001003,4,2,0,1003,101
11001001003,5,2,2,1003,101
11001001003,6,2,11,1003,101
11001001003,7,2,72,1003,101
11001001003,8,2,46,1003,101
11001001003,9,2,144,1003,101
11001001003,1,3,5,1003,101
11001001003,2,3,1,1003,101
11001001003,3,3,3,1003,101
11001001003,4,3,0,1003,101
11001001003,5,3,2,1003,101
11001001003,6,3,2,1003,101
11001001003,7,3,17,1003,101
11001001003,8,3,13,1003,101
11001001003,9,3,158,1003,101
11001001003,1,4,1,1003,101
11001001003,2,4,2,1003,101
11001001003,3,4,2,1003,101
11001001003,4,4,0,1003,101
11001001003,5,4,1,1003,101
11001001003,6,4,3,1003,101
11001001003,7,4,2,1003,101
11001001003,8,4,9,1003,101
11001001003,9,4,214,1003,101
11001001003,1,5,0,1003,101
11001001003,2,5,0,1003,101
11001001003,3,5,1,1003,101
11001001003,4,5,0,1003,101
11001001003,5,5,1,1003,101
11001001003,6,5,2,1003,101
11001001003,7,5,3,1003,101
11001001003,8,5,3,1003,101
11001001003,9,5,125,1003,101
11001001004,1,1,96,1004,101
11001001004,2,1,24,1004,101
11001001004,3,1,25,1004,101
11001001004,4,1,9,1004,101
11001001004,5,1,54,1004,101
11001001004,6,1,29,1004,101
11001001004,7,1,59,1004,101
11001001004,8,1,106,1004,101
11001001004,9,1,165,1004,101
11001001004,1,2,110,1004,101
11001001004,2,2,13,1004,101
11001001004,3,2,25,1004,101
11001001004,4,2,27,1004,101
11001001004,5,2,11,1004,101
11001001004,6,2,12,1004,101
11001001004,7,2,26,1004,101
11001001004,8,2,58,1004,101
11001001004,9,2,73,1004,101
11001001004,1,3,24,1004,101
11001001004,2,3,2,1004,101
11001001004,3,3,10,1004,101
11001001004,4,3,12,1004,101
