geoid,income_recode,size_recode,ipf,tract,puma
11001002801,8,2,41,2801,105
11001002801,9,2,46,2801,105
11001002801,1,3,27,2801,105
11001002801,2,3,8,2801,105
11001002801,3,3,14,2801,105
11001002801,4,3,31,2801,105
11001002801,5,3,27,2801,105
11001002801,6,3,16,2801,105
11001002801,7,3,34,2801,105
11001002801,8,3,10,2801,105
11001002801,9,3,17,2801,105
11001002801,1,4,19,2801,105
11001002801,2,4,8,2801,105
11001002801,3,4,9,2801,105
11001002801,4,4,32,2801,105
11001002801,5,4,48,2801,105
11001002801,6,4,10,2801,105
11001002801,7,4,21,2801,105
11001002801,8,4,10,2801,105
11001002801,9,4,13,2801,105
11001002801,1,5,16,2801,105
11001002801,2,5,0,2801,105
11001002801,3,5,5,2801,105
11001002801,4,5,24,2801,105
11001002801,5,5,12,2801,105
11001002801,6,5,15,2801,105
11001002801,7,5,22,2801,105
11001002801,8,5,3,2801,105
11001002801,9,5,5,2801,105
11001002802,1,1,257,2802,105
11001002802,2,1,73,2802,105
11001002802,3,1,43,2802,105
11001002802,4,1,13,2802,105
11001002802,5,1,379,2802,105
11001002802,6,1,349,2802,105
11001002802,7,1,157,2802,105
11001002802,8,1,138,2802,105
11001002802,9,1,216,2802,105
11001002802,1,2,136,2802,105
11001002802,2,2,13,2802,105
11001002802,3,2,66,2802,105
11001002802,4,2,42,2802,105
11001002802,5,2,46,2802,105
11001002802,6,2,79,2802,105
11001002802,7,2,58,2802,105
11001002802,8,2,62,2802,105
11001002802,9,2,34,2802,105
11001002802,1,3,53,2802,105
11001002802,2,3,6,2802,105
11001002802,3,3,41,2802,105
11001002802,4,3,23,2802,105
11001002802,5,3,17,2802,105
11001002802,6,3,17,2802,105
11001002802,7,3,29,2802,105
11001002802,8,3,15,2802,105
11001002802,9,3,14,2802,105
11001002802,1,4,72,2802,105
11001002802,2,4,7,2802,105
11001002802,3,4,42,2802,105
11001002802,4,4,26,2802,105
11001002802,5,4,61,2802,105
11001002802,6,4,20,2802,105
11001002802,7,4,22,2802,105
11001002802,8,4,21,2802,105
11001002802,9,4,15,2802,105
11001002802,1,5,13,2802,105
11001002802,2,5,0,2802,105
11001002802,3,5,7,2802,105
11001002802,4,5,13,2802,105
11001002802,5,5,2,2802,105
11001002802,6,5,6,2802,105
11001002802,7,5,9,2802,105
11001002802,8,5,2,2802,105
11001002802,9,5,2,2802,105
11001002900,1,1,29,2900,105
11001002900,2,1,15,2900,105
11001002900,3,1,7,2900,105
11001002900,4,1,2,2900,105
11001002900,5,1,37,2900,105
11001002900,6,1,70,2900,105
11001002900,7,1,73,2900,105
11001002900,8,1,60,2900,105
11001002900,9,1,138,2900,105
11001002900,1,2,39,2900,105
11001002900,2,2,4,2900,105
11001002900,3,2,20,2900,105
11001002900,4,2,7,2900,105
11001002900,5,2,42,2900,105
11001002900,6,2,105,2900,105
11001002900,7,2,75,2900,105
11001002900,8,2,74,2900,105
11001002900,9,2,224,2900,105
11001002900,1,3,18,2900,105
11001002900,2,3,2,2900,105
11001002900,3,3,14,2900,105
11001002900,4,3,4,2900,105
11001002900,5,3,19,2900,105
11001002900,6,3,24,2900,105
11001002900,7,3,40,2900,105
11001002900,8,3,19,2900,105
11001002900,9,3,71,2900,105
11001002900,1,4,12,2900,105
11001002900,2,4,2,2900,105
11001002900,3,4,9,2900,105
11001002900,4,4,4,2900,105
11001002900,5,4,23,2900,105
11001002900,6,4,16,2900,105
11001002900,7,4,23,2900,105
11001002900,8,4,19,2900,105
11001002900,9,4,192,2900,105
11001002900,1,5,11,2900,105
11001002900,2,5,0,2900,105
11001002900,3,5,5,2900,105
11001002900,4,5,3,2900,105
11001002900,5,5,9,2900,105
11001002900,6,5,29,2900,105
11001002900,7,5,28,2900,105
11001002900,8,5,6,2900,105
11001002900,9,5,57,2900,105
11001003000,1,1,81,3000,105
11001003000,2,1,43,3000,105
11001003000,3,1,9,3000,105
11001003000,4,1,10,3000,105
11001003000,5,1,52,3000,105
11001003000,6,1,59,3000,105
11001003000,7,1,91,3000,105
11001003000,8,1,68,3000,105
11001003000,9,1,157,3000,105
11001003000,1,2,130,3000,105
11001003000,2,2,14,3000,105
11001003000,3,2,27,3000,105
11001003000,4,2,42,3000,105
11001003000,5,2,42,3000,105
11001003000,6,2,47,3000,105
11001003000,7,2,72,3000,105
11001003000,8,2,63,3000,105
11001003000,9,2,82,3000,105
11001003000,1,3,85,3000,105
11001003000,2,3,8,3000,105
11001003000,3,3,21,3000,105
11001003000,4,3,27,3000,105
11001003000,5,3,34,3000,105
11001003000,6,3,15,3000,105
11001003000,7,3,54,3000,105
11001003000,8,3,21,3000,105
11001003000,9,3,80,3000,105
11001003000,1,4,19,3000,105
11001003000,2,4,4,3000,105
11001003000,3,4,8,3000,105
11001003000,4,4,18,3000,105
11001003000,5,4,8,3000,105
11001003000,6,4,3,3000,105
11001003000,7,4,11,3000,105
11001003000,8,4,8,3000,105
11001003000,9,4,8,3000,105
11001003000,1,5,42,3000,105
11001003000,2,5,0,3000,105
11001003000,3,5,7,3000,105
11001003000,4,5,20,3000,105
11001003000,5,5,11,3000,105
11001003000,6,5,13,3000,105
11001003000,7,5,29,3000,105
11001003000,8,5,5,3000,105
11001003000,9,5,16,3000,105
11001003100,1,1,32,3100,105
11001003100,2,1,20,3100,105
11001003100,3,1,16,3100,105
11001003100,4,1,7,3100,105
11001003100,5,1,56,3100,105
11001003100,6,1,132,3100,105
11001003100,7,1,141,3100,105
11001003100,8,1,224,3100,105
11001003100,9,1,220,3100,105
11001003100,1,2,33,3100,105
11001003100,2,2,5,3100,105
11001003100,3,2,38,3100,105
11001003100,4,2,25,3100,105
11001003100,5,2,25,3100,105
11001003100,6,2,72,3100,105
11001003100,7,2,75,3100,105
11001003100,8,2,145,3100,105
11001003100,9,2,54,3100,105
11001003100,1,3,16,3100,105
11001003100,2,3,2,3100,105
11001003100,3,3,29,3100,105
11001003100,4,3,15,3100,105
11001003100,5,3,14,3100,105
11001003100,6,3,21,3100,105
11001003100,7,3,46,3100,105
11001003100,8,3,45,3100,105
11001003100,9,3,28,3100,105
11001003100,1,4,5,3100,105
11001003100,2,4,1,3100,105
11001003100,3,4,6,3100,105
11001003100,4,4,9,3100,105
11001003100,5,4,3,3100,105
11001003100,6,4,2,3100,105
11001003100,7,4,5,3100,105
11001003100,8,4,5,3100,105
11001003100,9,4,3,3100,105
11001003100,1,5,10,3100,105
11001003100,2,5,0,3100,105
11001003100,3,5,12,3100,105
11001003100,4,5,12,3100,105
11001003100,5,5,7,3100,105
11001003100,6,5,31,3100,105
11001003100,7,5,40,3100,105
11001003100,8,5,28,3100,105
11001003100,9,5,14,3100,105
11001003200,1,1,52,3200,105
11001003200,2,1,35,3200,105
11001003200,3,1,19,3200,105
11001003200,4,1,14,3200,105
11001003200,5,1,36,3200,105
11001003200,6,1,45,3200,105
11001003200,7,1,111,3200,105
11001003200,8,1,87,3200,105
11001003200,9,1,95,3200,105
11001003200,1,2,49,3200,105
11001003200,2,2,23,3200,105
11001003200,3,2,24,3200,105
11001003200,4,2,39,3200,105
11001003200,5,2,25,3200,105
11001003200,6,2,23,3200,105
11001003200,7,2,46,3200,105
11001003200,8,2,50,3200,105
11001003200,9,2,33,3200,105
11001003200,1,3,8,3200,105
11001003200,2,3,52,3200,105
11001003200,3,3,7,3200,105
11001003200,4,3,11,3200,105
11001003200,5,3,13,3200,105
11001003200,6,3,57,3200,105
11001003200,7,3,148,3200,105
11001003200,8,3,14,3200,105
11001003200,9,3,110,3200,105
11001003200,1,4,2,3200,105
11001003200,2,4,25,3200,105
11001003200,3,4,2,3200,105
11001003200,4,4,5,3200,105
11001003200,5,4,70,3200,105
11001003200,6,4,22,3200,105
11001003200,7,4,38,3200,105
11001003200,8,4,8,3200,105
11001003200,9,4,19,3200,105
11001003200,1,5,2,3200,105
11001003200,2,5,28,3200,105
11001003200,3,5,1,3200,105
11001003200,4,5,3,3200,105
11001003200,5,5,14,3200,105
11001003200,6,5,4,3200,105
11001003200,7,5,42,3200,105
11001003200,8,5,8,3200,105
11001003200,9,5,89,3200,105
11001003301,1,1,34,3301,105
11001003301,2,1,8,3301,105
11001003301,3,1,13,3301,105
11001003301,4,1,5,3301,105
11001003301,5,1,19,3301,105
11001003301,6,1,79,3301,105
11001003301,7,1,164,3301,105
11001003301,8,1,163,3301,105
11001003301,9,1,173,3301,105
11001003301,1,2,28,3301,105
11001003301,2,2,3,3301,105
11001003301,3,2,15,3301,105
11001003301,4,2,12,3301,105
11001003301,5,2,8,3301,105
11001003301,6,2,61,3301,105
11001003301,7,2,77,3301,105
11001003301,8,2,138,3301,105
11001003301,9,2,102,3301,105
11001003301,1,3,4,3301,105
11001003301,2,3,1,3301,105
11001003301,3,3,4,3301,105
11001003301,4,3,3,3301,105
11001003301,5,3,1,3301,105
11001003301,6,3,85,3301,105
11001003301,7,3,34,3301,105
11001003301,8,3,33,3301,105
11001003301,9,3,351,3301,105
11001003301,1,4,1,3301,105
11001003301,2,4,0,3301,105
11001003301,3,4,1,3301,105
11001003301,4,4,1,3301,105
11001003301,5,4,3,3301,105
11001003301,6,4,36,3301,105
11001003301,7,4,7,3301,105
11001003301,8,4,21,3301,105
11001003301,9,4,126,3301,105
11001003301,1,5,1,3301,105
11001003301,2,5,0,3301,105
11001003301,3,5,1,3301,105
11001003301,4,5,1,3301,105
11001003301,5,5,1,3301,105
11001003301,6,5,2,3301,105
11001003301,7,5,1,3301,105
11001003301,8,5,11,3301,105
11001003301,9,5,37,3301,105
11001003302,1,1,21,3302,105
11001003302,2,1,18,3302,105
11001003302,3,1,9,3302,105
11001003302,4,1,8,3302,105
11001003302,5,1,26,3302,105
11001003302,6,1,29,3302,105
11001003302,7,1,75,3302,105
11001003302,8,1,57,3302,105
11001003302,9,1,76,3302,105
11001003302,1,2,19,3302,105
11001003302,2,2,13,3302,105
11001003302,3,2,12,3302,105
11001003302,4,2,22,3302,105
11001003302,5,2,42,3302,105
11001003302,6,2,24,3302,105
11001003302,7,2,67,3302,105
11001003302,8,2,47,3302,105
11001003302,9,2,130,3302,105
11001003302,1,3,3,3302,105
11001003302,2,3,3,3302,105
11001003302,3,3,3,3302,105
11001003302,4,3,6,3302,105
11001003302,5,3,4,3302,105
11001003302,6,3,10,3302,105
11001003302,7,3,18,3302,105
11001003302,8,3,5,3302,105
11001003302,9,3,91,3302,105
11001003302,1,4,0,3302,105
11001003302,2,4,1,3302,105
11001003302,3,4,1,3302,105
11001003302,4,4,3,3302,105
11001003302,5,4,21,3302,105
11001003302,6,4,4,3302,105
11001003302,7,4,3,3302,105
11001003302,8,4,3,3302,105
11001003302,9,4,15,3302,105
11001003302,1,5,1,3302,105
11001003302,2,5,1,3302,105
11001003302,3,5,1,3302,105
11001003302,4,5,2,3302,105
11001003302,5,5,3,3302,105
11001003302,6,5,0,3302,105
11001003302,7,5,1,3302,105
11001003302,8,5,3,3302,105
11001003302,9,5,53,3302,105
11001003400,1,1,73,3400,105
11001003400,2,1,25,3400,105
11001003400,3,1,45,3400,105
11001003400,4,1,28,3400,105
11001003400,5,1,43,3400,105
11001003400,6,1,34,3400,105
11001003400,7,1,114,3400,105
11001003400,8,1,59,3400,105
11001003400,9,1,129,3400,105
11001003400,1,2,58,3400,105
11001003400,2,2,8,3400,105
11001003400,3,2,53,3400,105
11001003400,4,2,70,3400,105
11001003400,5,2,17,3400,105
11001003400,6,2,9,3400,105
11001003400,7,2,24,3400,105
11001003400,8,2,20,3400,105
11001003400,9,2,25,3400,105
11001003400,1,3,11,3400,105
11001003400,2,3,3,3400,105
11001003400,3,3,20,3400,105
11001003400,4,3,24,3400,105
11001003400,5,3,5,3400,105
11001003400,6,3,6,3400,105
11001003400,7,3,14,3400,105
11001003400,8,3,3,3400,105
11001003400,9,3,63,3400,105
11001003400,1,4,2,3400,105
11001003400,2,4,1,3400,105
11001003400,3,4,6,3400,105
11001003400,4,4,12,3400,105
11001003400,5,4,31,3400,105
11001003400,6,4,2,3400,105
11001003400,7,4,3,3400,105
11001003400,8,4,2,3400,105
11001003400,9,4,28,3400,105
11001003400,1,5,2,3400,105
11001003400,2,5,1,3400,105
11001003400,3,5,4,3400,105
11001003400,4,5,7,3400,105
11001003400,5,5,4,3400,105
11001003400,6,5,0,3400,105
11001003400,7,5,1,3400,105
11001003400,8,5,2,3400,105
11001003400,9,5,58,3400,105
11001003500,1,1,83,3500,105
11001003500,2,1,23,3500,105
11001003500,3,1,61,3500,105
11001003500,4,1,22,3500,105
11001003500,5,1,72,3500,105
11001003500,6,1,98,3500,105
11001003500,7,1,151,3500,105
11001003500,8,1,86,3500,105
11001003500,9,1,161,3500,105
11001003500,1,2,77,3500,105
11001003500,2,2,9,3500,105
11001003500,3,2,96,3500,105
11001003500,4,2,60,3500,105
11001003500,5,2,64,3500,105
11001003500,6,2,77,3500,105
11001003500,7,2,51,3500,105
11001003500,8,2,37,3500,105
11001003500,9,2,58,3500,105
11001003500,1,3,8,3500,105
11001003500,2,3,2,3500,105
11001003500,3,3,14,3500,105
11001003500,4,3,13,3500,105
11001003500,5,3,2,3500,105
11001003500,6,3,8,3500,105
11001003500,7,3,5,3500,105
11001003500,8,3,2,3500,105
11001003500,9,3,8,3500,105
11001003500,1,4,2,3500,105
11001003500,2,4,1,3500,105
11001003500,3,4,7,3500,105
11001003500,4,4,8,3500,105
11001003500,5,4,35,3500,105
11001003500,6,4,16,3500,105
11001003500,7,4,2,3500,105
11001003500,8,4,2,3500,105
11001003500,9,4,4,3500,105
11001003500,1,5,2,3500,105
11001003500,2,5,1,3500,105
11001003500,3,5,5,3500,105
11001003500,4,5,5,3500,105
11001003500,5,5,12,3500,105
11001003500,6,5,10,3500,105
11001003500,7,5,1,3500,105
11001003500,8,5,2,3500,105
11001003500,9,5,17,3500,105
11001003600,1,1,123,3600,105
11001003600,2,1,44,3600,105
11001003600,3,1,6,3600,105
11001003600,4,1,11,3600,105
11001003600,5,1,86,3600,105
11001003600,6,1,79,3600,105
11001003600,7,1,249,3600,105
11001003600,8,1,160,3600,105
11001003600,9,1,222,3600,105
11001003600,1,2,133,3600,105
11001003600,2,2,24,3600,105
11001003600,3,2,7,3600,105
11001003600,4,2,28,3600,105
11001003600,5,2,142,3600,105
11001003600,6,2,47,3600,105
11001003600,7,2,223,3600,105
11001003600,8,2,107,3600,105
11001003600,9,2,185,3600,105
11001003600,1,3,18,3600,105
11001003600,2,3,5,3600,105
11001003600,3,3,2,3600,105
11001003600,4,3,7,3600,105
11001003600,5,3,8,3600,105
11001003600,6,3,16,3600,105
11001003600,7,3,37,3600,105
11001003600,8,3,10,3600,105
11001003600,9,3,50,3600,105
11001003600,1,4,3,3600,105
11001003600,2,4,2,3600,105
11001003600,3,4,0,3600,105
11001003600,4,4,3,3600,105
11001003600,5,4,34,3600,105
11001003600,6,4,5,3600,105
11001003600,7,4,6,3600,105
11001003600,8,4,5,3600,105
11001003600,9,4,6,3600,105
11001003600,1,5,4,3600,105
11001003600,2,5,2,3600,105
11001003600,3,5,0,3600,105
11001003600,4,5,2,3600,105
11001003600,5,5,17,3600,105
11001003600,6,5,1,3600,105
11001003600,7,5,4,3600,105
11001003600,8,5,6,3600,105
11001003600,9,5,57,3600,105
11001003701,1,1,19,3701,105
11001003701,2,1,58,3701,105
11001003701,3,1,20,3701,105
11001003701,4,1,31,3701,105
11001003701,5,1,36,3701,105
11001003701,6,1,102,3701,105
11001003701,7,1,107,3701,105
11001003701,8,1,130,3701,105
11001003701,9,1,181,3701,105
11001003701,1,2,15,3701,105
11001003701,2,2,37,3701,105
11001003701,3,2,24,3701,105
11001003701,4,2,89,3701,105
11001003701,5,2,15,3701,105
11001003701,6,2,86,3701,105
11001003701,7,2,29,3701,105
11001003701,8,2,67,3701,105
11001003701,9,2,73,3701,105
11001003701,1,3,2,3701,105
11001003701,2,3,3,3701,105
11001003701,3,3,5,3701,105
11001003701,4,3,17,3701,105
11001003701,5,3,1,3701,105
11001003701,6,3,7,3701,105
11001003701,7,3,4,3701,105
11001003701,8,3,3,3701,105
11001003701,9,3,8,3701,105
11001003701,1,4,1,3701,105
11001003701,2,4,3,3701,105
11001003701,3,4,2,3701,105
11001003701,4,4,17,3701,105
11001003701,5,4,43,3701,105
11001003701,6,4,12,3701,105
11001003701,7,4,1,3701,105
11001003701,8,4,11,3701,105
11001003701,9,4,2,3701,105
11001003701,1,5,0,3701,105
11001003701,2,5,0,3701,105
11001003701,3,5,0,3701,105
11001003701,4,5,0,3701,105
11001003701,5,5,0,3701,105
11001003701,6,5,0,3701,105
11001003701,7,5,0,3701,105
11001003701,8,5,0,3701,105
11001003701,9,5,0,3701,105
11001003702,1,1,157,3702,105
11001003702,2,1,45,3702,105
11001003702,3,1,70,3702,105
11001003702,4,1,25,3702,105
11001003702,5,1,46,3702,105
11001003702,6,1,56,3702,105
11001003702,7,1,71,3702,105
11001003702,8,1,67,3702,105
11001003702,9,1,159,3702,105
11001003702,1,2,112,3702,105
11001003702,2,2,13,3702,105
11001003702,3,2,72,3702,105
11001003702,4,2,59,3702,105
11001003702,5,2,14,3702,105
11001003702,6,2,13,3702,105
11001003702,7,2,13,3702,105
11001003702,8,2,20,3702,105
11001003702,9,2,25,3702,105
11001003702,1,3,32,3702,105
11001003702,2,3,12,3702,105
11001003702,3,3,32,3702,105
11001003702,4,3,19,3702,105
11001003702,5,3,2,3702,105
11001003702,6,3,10,3702,105
11001003702,7,3,4,3702,105
11001003702,8,3,3,3702,105
11001003702,9,3,34,3702,105
11001003702,1,4,34,3702,105
11001003702,2,4,50,3702,105
11001003702,3,4,31,3702,105
11001003702,4,4,11,3702,105
11001003702,5,4,122,3702,105
11001003702,6,4,28,3702,105
11001003702,7,4,1,3702,105
11001003702,8,4,3,3702,105
11001003702,9,4,9,3702,105
11001003702,1,5,0,3702,105
11001003702,2,5,0,3702,105
11001003702,3,5,0,3702,105
11001003702,4,5,0,3702,105
11001003702,5,5,0,3702,105
11001003702,6,5,0,3702,105
11001003702,7,5,0,3702,105
11001003702,8,5,0,3702,105
11001003702,9,5,0,3702,105
11001003801,1,1,38,3801,105
11001003801,2,1,0,3801,105
11001003801,3,1,6,3801,105
11001003801,4,1,22,3801,105
11001003801,5,1,51,3801,105
11001003801,6,1,110,3801,105
11001003801,7,1,166,3801,105
11001003801,8,1,45,3801,105
11001003801,9,1,180,3801,105
11001003801,1,2,29,3801,105
11001003801,2,2,0,3801,105
11001003801,3,2,7,3801,105
11001003801,4,2,57,3801,105
11001003801,5,2,26,3801,105
11001003801,6,2,67,3801,105
11001003801,7,2,49,3801,105
11001003801,8,2,15,3801,105
11001003801,9,2,57,3801,105
11001003801,1,3,4,3801,105
11001003801,2,3,0,3801,105
11001003801,3,3,2,3801,105
11001003801,4,3,13,3801,105
11001003801,5,3,1,3801,105
11001003801,6,3,13,3801,105
11001003801,7,3,8,3801,105
11001003801,8,3,2,3801,105
11001003801,9,3,15,3801,105
11001003801,1,4,0,3801,105
11001003801,2,4,0,3801,105
11001003801,3,4,0,3801,105
11001003801,4,4,0,3801,105
11001003801,5,4,0,3801,105
11001003801,6,4,0,3801,105
11001003801,7,4,0,3801,105
11001003801,8,4,0,3801,105
11001003801,9,4,0,3801,105
11001003801,1,5,2,3801,105
11001003801,2,5,0,3801,105
11001003801,3,5,1,3801,105
11001003801,4,5,6,3801,105
11001003801,5,5,1,3801,105
11001003801,6,5,0,3801,105
11001003801,7,5,0,3801,105
11001003801,8,5,2,3801,105
11001003801,9,5,18,3801,105
11001003802,1,1,81,3802,105
11001003802,2,1,30,3802,105
11001003802,3,1,53,3802,105
11001003802,4,1,34,3802,105
11001003802,5,1,51,3802,105
11001003802,6,1,91,3802,105
11001003802,7,1,229,3802,105
11001003802,8,1,124,3802,105
11001003802,9,1,226,3802,105
11001003802,1,2,75,3802,105
11001003802,2,2,12,3802,105
11001003802,3,2,80,3802,105
11001003802,4,2,100,3802,105
11001003802,5,2,31,3802,105
11001003802,6,2,65,3802,105
11001003802,7,2,144,3802,105
11001003802,8,2,64,3802,105
11001003802,9,2,173,3802,105
11001003802,1,3,9,3802,105
11001003802,2,3,2,3802,105
11001003802,3,3,14,3802,105
11001003802,4,3,22,3802,105
11001003802,5,3,1,3802,105
11001003802,6,3,10,3802,105
11001003802,7,3,11,3802,105
11001003802,8,3,4,3802,105
11001003802,9,3,16,3802,105
11001003802,1,4,1,3802,105
11001003802,2,4,1,3802,105
11001003802,3,4,3,3802,105
11001003802,4,4,8,3802,105
11001003802,5,4,4,3802,105
11001003802,6,4,2,3802,105
11001003802,7,4,1,3802,105
11001003802,8,4,1,3802,105
11001003802,9,4,1,3802,105
11001003802,1,5,2,3802,105
11001003802,2,5,1,3802,105
11001003802,3,5,4,3802,105
11001003802,4,5,8,3802,105
11001003802,5,5,2,3802,105
11001003802,6,5,2,3802,105
11001003802,7,5,2,3802,105
11001003802,8,5,4,3802,105
11001003802,9,5,88,3802,105
11001003901,1,1,47,3901,105
11001003901,2,1,26,3901,105
11001003901,3,1,23,3901,105
11001003901,4,1,21,3901,105
11001003901,5,1,94,3901,105
11001003901,6,1,154,3901,105
11001003901,7,1,303,3901,105
11001003901,8,1,394,3901,105
11001003901,9,1,155,3901,105
11001003901,1,2,35,3901,105
11001003901,2,2,8,3901,105
11001003901,3,2,24,3901,105
11001003901,4,2,51,3901,105
11001003901,5,2,30,3901,105
11001003901,6,2,37,3901,105
11001003901,7,2,56,3901,105
11001003901,8,2,120,3901,105
11001003901,9,2,25,3901,105
11001003901,1,3,5,3901,105
11001003901,2,3,2,3901,105
11001003901,3,3,6,3901,105
11001003901,4,3,14,3901,105
11001003901,5,3,4,3901,105
11001003901,6,3,31,3901,105
11001003901,7,3,22,3901,105
11001003901,8,3,32,3901,105
11001003901,9,3,12,3901,105
11001003901,1,4,1,3901,105
11001003901,2,4,0,3901,105
11001003901,3,4,1,3901,105
11001003901,4,4,4,3901,105
11001003901,5,4,2,3901,105
11001003901,6,4,1,3901,105
11001003901,7,4,0,3901,105
11001003901,8,4,1,3901,105
11001003901,9,4,0,3901,105
11001003901,1,5,1,3901,105
11001003901,2,5,0,3901,105
11001003901,3,5,1,3901,105
11001003901,4,5,3,3901,105
11001003901,5,5,1,3901,105
11001003901,6,5,0,3901,105
11001003901,7,5,0,3901,105
11001003901,8,5,2,3901,105
11001003901,9,5,2,3901,105
11001003902,1,1,6,3902,105
11001003902,2,1,0,3902,105
11001003902,3,1,8,3902,105
11001003902,4,1,6,3902,105
11001003902,5,1,51,3902,105
11001003902,6,1,68,3902,105
11001003902,7,1,147,3902,105
11001003902,8,1,107,3902,105
11001003902,9,1,55,3902,105
11001003902,1,2,5,3902,105
11001003902,2,2,0,3902,105
11001003902,3,2,10,3902,105
11001003902,4,2,14,3902,105
11001003902,5,2,72,3902,105
11001003902,6,2,89,3902,105
11001003902,7,2,112,3902,105
11001003902,8,2,78,3902,105
11001003902,9,2,13,3902,105
11001003902,1,3,1,3902,105
11001003902,2,3,0,3902,105
11001003902,3,3,2,3902,105
11001003902,4,3,4,3902,105
11001003902,5,3,5,3902,105
11001003902,6,3,43,3902,105
11001003902,7,3,28,3902,105
11001003902,8,3,8,3902,105
11001003902,9,3,5,3902,105
11001003902,1,4,0,3902,105
11001003902,2,4,0,3902,105
11001003902,3,4,1,3902,105
11001003902,4,4,2,3902,105
11001003902,5,4,4,3902,105
11001003902,6,4,1,3902,105
11001003902,7,4,1,3902,105
11001003902,8,4,1,3902,105
11001003902,9,4,0,3902,105
11001003902,1,5,0,3902,105
11001003902,2,5,0,3902,105
11001003902,3,5,0,3902,105
11001003902,4,5,1,3902,105
11001003902,5,5,13,3902,105
11001003902,6,5,0,3902,105
11001003902,7,5,0,3902,105
11001003902,8,5,7,3902,105
11001003902,9,5,2,3902,105
11001004001,1,1,23,4001,105
11001004001,2,1,25,4001,105
11001004001,3,1,26,4001,105
11001004001,4,1,9,4001,105
11001004001,5,1,152,4001,105
11001004001,6,1,135,4001,105
11001004001,7,1,329,4001,105
11001004001,8,1,338,4001,105
11001004001,9,1,380,4001,105
11001004001,1,2,17,4001,105
11001004001,2,2,8,4001,105
11001004001,3,2,30,4001,105
11001004001,4,2,23,4001,105
11001004001,5,2,114,4001,105
11001004001,6,2,55,4001,105
11001004001,7,2,105,4001,105
11001004001,8,2,192,4001,105
11001004001,9,2,137,4001,105
11001004001,1,3,2,4001,105
11001004001,2,3,2,4001,105
11001004001,3,3,7,4001,105
11001004001,4,3,6,4001,105
11001004001,5,3,17,4001,105
11001004001,6,3,28,4001,105
11001004001,7,3,31,4001,105
11001004001,8,3,28,4001,105
11001004001,9,3,89,4001,105
11001004001,1,4,0,4001,105
11001004001,2,4,1,4001,105
11001004001,3,4,2,4001,105
11001004001,4,4,3,4001,105
11001004001,5,4,43,4001,105
11001004001,6,4,7,4001,105
11001004001,7,4,4,4001,105
11001004001,8,4,11,4001,105
11001004001,9,4,7,4001,105
11001004001,1,5,0,4001,105
11001004001,2,5,1,4001,105
11001004001,3,5,1,4001,105
11001004001,4,5,2,4001,105
11001004001,5,5,23,4001,105
11001004001,6,5,1,4001,105
11001004001,7,5,1,4001,105
11001004001,8,5,17,4001,105
11001004001,9,5,59,4001,105
11001004002,1,1,41,4002,105
11001004002,2,1,32,4002,105
11001004002,3,1,11,4002,105
11001004002,4,1,10,4002,105
11001004002,5,1,120,4002,105
11001004002,6,1,85,4002,105
11001004002,7,1,322,4002,105
11001004002,8,1,267,4002,105
11001004002,9,1,390,4002,105
11001004002,1,2,31,4002,105
11001004002,2,2,11,4002,105
11001004002,3,2,12,4002,105
11001004002,4,2,24,4002,105
11001004002,5,2,60,4002,105
11001004002,6,2,26,4002,105
11001004002,7,2,88,4002,105
11001004002,8,2,114,4002,105
11001004002,9,2,112,4002,105
11001004002,1,3,4,4002,105
11001004002,2,3,3,4002,105
11001004002,3,3,3,4002,105
11001004002,4,3,6,4002,105
11001004002,5,3,10,4002,105
11001004002,6,3,13,4002,105
11001004002,7,3,34,4002,105
11001004002,8,3,18,4002,105
11001004002,9,3,163,4002,105
11001004002,1,4,1,4002,105
11001004002,2,4,1,4002,105
11001004002,3,4,1,4002,105
11001004002,4,4,3,4002,105
11001004002,5,4,4,4002,105
11001004002,6,4,1,4002,105
11001004002,7,4,1,4002,105
11001004002,8,4,2,4002,105
11001004002,9,4,1,4002,105
11001004002,1,5,1,4002,105
11001004002,2,5,1,4002,105
11001004002,3,5,1,4002,105
11001004002,4,5,2,4002,105
11001004002,5,5,3,4002,105
11001004002,6,5,0,4002,105
11001004002,7,5,1,4002,105
11001004002,8,5,5,4002,105
11001004002,9,5,14,4002,105
11001004100,1,1,14,4100,101
11001004100,2,1,7,4100,101
11001004100,3,1,9,4100,101
11001004100,4,1,20,4100,101
11001004100,5,1,95,4100,101
11001004100,6,1,69,4100,101
11001004100,7,1,76,4100,101
11001004100,8,1,118,4100,101
11001004100,9,1,272,4100,101
11001004100,1,2,13,4100,101
11001004100,2,2,2,4100,101
11001004100,3,2,8,4100,101
11001004100,4,2,62,4100,101
11001004100,5,2,29,4100,101
11001004100,6,2,40,4100,101
11001004100,7,2,33,4100,101
11001004100,8,2,58,4100,101
11001004100,9,2,184,4100,101
11001004100,1,3,2,4100,101
11001004100,2,3,0,4100,101
11001004100,3,3,3,4100,101
11001004100,4,3,25,4100,101
11001004100,5,3,8,4100,101
11001004100,6,3,4,4100,101
11001004100,7,3,7,4100,101
11001004100,8,3,13,4100,101
11001004100,9,3,40,4100,101
11001004100,1,4,1,4100,101
11001004100,2,4,1,4100,101
11001004100,3,4,2,4100,101
11001004100,4,4,28,4100,101
11001004100,5,4,2,4100,101
11001004100,6,4,5,4100,101
11001004100,7,4,1,4100,101
